,Unnamed: 0,CID,Canonical SMILES,CompoundName,DILI_label,Prediction,source,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073,D074,D075,D076,D077,D078,D079,D080,D081,D082,D083,D084,D085,D086,D087,D088,D089,D090,D091,D092,D093,D094,D095,D096,D097,D098,D099,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D110,D111,D112,D113,D114,D115,D116,D117,D118,D119,D120,D121,D122,D123,D124,D125,D126,D127,D128,D129,D130,D131,D132,D133,D134,D135,D136,D137,D138,D139,D140,D141,D142,D143,D144,D145,D146,D147,D148,D149,D150,D151,D152,D153,D154,D155,D156,D157,D158,D159,D160,D161,D162,D163,D164,D165,D166,D167,D168,D169,D170,D171,D172,D173,D174,D175,D176,D177,D178,D179,D180,D181,D182,D183,D184,D185,D186,D187,D188,D189,D190,D191,D192,D193,D194,D195,D196,D197,D198,D199,D200,D201,D202,D203,D204,D205,D206,D207,D208,D209,D210,D211,D212,D213,D214,D215,D216,D217,D218,D219,D220,D221,D222,D223,D224,D225,D226,D227,D228,D229,D230,D231,D232,D233,D234,D235,D236,D237,D238,D239,D240,D241,D242,D243,D244,D245,D246,D247,D248,D249,D250,D251,D252,D253,D254,D255,D256,D257,D258,D259,D260,D261,D262,D263,D264,D265,D266,D267,D268,D269,D270,D271,D272,D273,D274,D275,D276,D277,D278,D279,D280,D281,D282,D283,D284,D285,D286,D287,D288,D289,D290,D291,D292,D293,D294,D295,D296,D297,D298,D299,D300,D301,D302,D303,D304,D305,D306,D307,D308,D309,D310,D311,D312,D313,D314,D315,D316,D317,D318,D319,D320,D321,D322,D323,D324,D325,D326,D327,D328,D329,D330,D331,D332,D333,D334,D335,D336,D337,D338,D339,D340,D341,D342,D343,D344,D345,D346,D347,D348,D349,D350,D351,D352,D353,D354,D355,D356,D357,D358,D359,D360,D361,D362,D363,D364,D365,D366,D367,D368,D369,D370,D371,D372,D373,D374,D375,D376,D377,D378,D379,D380,D381,D382,D383,D384,D385,D386,D387,D388,D389,D390,D391,D392,D393,D394,D395,D396,D397,D398,D399,D400,D401,D402,D403,D404,D405,D406,D407,D408,D409,D410,D411,D412,D413,D414,D415,D416,D417,D418,D419,D420,D421,D422,D423,D424,D425,D426,D427,D428,D429,D430,D431,D432,D433,D434,D435,D436,D437,D438,D439,D440,D441,D442,D443,D444,D445,D446,D447,D448,D449,D450,D451,D452,D453,D454,D455,D456,D457,D458,D459,D460,D461,D462,D463,D464,D465,D466,D467,D468,D469,D470,D471,D472,D473,D474,D475,D476,D477,D478,D479,D480,D481,D482,D483,D484,D485,D486,D487,D488,D489,D490,D491,D492,D493,D494,D495,D496,D497,D498,D499,D500,D501,D502,D503,D504,D505,D506,D507,D508,D509,D510,D511,D512,D513,D514,D515,D516,D517,D518,D519,D520,D521,D522,D523,D524,D525,D526,D527,D528,D529,D530,D531,D532,D533,D534,D535,D536,D537,D538,D539,D540,D541,D542,D543,D544,D545,D546,D547,D548,D549,D550,D551,D552,D553,D554,D555,D556,D557,D558,D559,D560,D561,D562,D563,D564,D565,D566,D567,D568,D569,D570,D571,D572,D573,D574,D575,D576,D577,D578,D579,D580,D581,D582,D583,D584,D585,D586,D587,D588,D589,D590,D591,D592,D593,D594,D595,D596,D597,D598,D599,D600,D601,D602,D603,D604,D605,D606,D607,D608,D609,D610,D611,D612,D613,D614,D615,D616,D617,D618,D619,D620,D621,D622,D623,D624,D625,D626,D627,D628,D629,D630,D631,D632,D633,D634,D635,D636,D637,D638,D639,D640,D641,D642,D643,D644,D645,D646,D647,D648,D649,D650,D651,D652,D653,D654,D655,D656,D657,D658,D659,D660,D661,D662,D663,D664,D665,D666,D667,D668,D669,D670,D671,D672,D673,D674,D675,D676,D677,D678,D679,D680,D681,D682,D683,D684,D685,D686,D687,D688,D689,D690,D691,D692,D693,D694,D695,D696,D697,D698,D699,D700,D701,D702,D703,D704,D705,D706,D707,D708,D709,D710,D711,D712,D713,D714,D715,D716,D717,D718,D719,D720,D721,D722,D723,D724,D725,D726,D727,D728,D729,D730,D731,D732,D733,D734,D735,D736,D737,D738,D739,D740,D741,D742,D743,D744,D745,D746,D747,D748,D749,D750,D751,D752,D753,D754,D755,D756,D757,D758,D759,D760,D761,D762,D763,D764,D765,D766,D767,D768,D769,D770,D771,D772,D773,D774,D775,D776,D777
1,1,679,CS(=O)C,dimethyl sulfoxide,0,0,nctr,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.667,1,0,4.0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.134,7.813,10,4,9,3,0,0,0,33.219,15.71,1.571,1,0.5770000000000001,1.099,1.2,1.3159999999999998,0,5.9270000000000005,4.5,0.456,6.0120000000000005,0.601,9.773,0.977,9.773,0.977,12.488,1.249,8.113999999999999,0.8109999999999999,12,38.444,12,1,54.023999999999994,9.0,36,80.444,15,31.333000000000002,2.8939999999999997,3.6060000000000003,9,1.5,4.5,4.0,9.0,-2.249,6.0,2.0,1.0,9,12,4.0,6.0,9,3.109,3.1069999999999998,7.22,7.164,6.745,7.376,3.194,2.324,7.013999999999999,7.013999999999999,5.285,5.5420000000000025,5.728,5.465,8.426,2.426,2.753,5.506,0.0,11.432,2.858,3.577,1.732,1.732,0.0,0.0,0.0,0.894,0.5770000000000001,0.5770000000000001,0.0,0.0,0.0,3.633,2.949,2.225,0.0,0.0,0.0,0.9079999999999999,0.983,0.742,0.0,0.0,0.0,3.385,1.155,1.155,0.0,0.0,0.0,2.949,19.63,1.225,7.348,6.0,4.026,1.3559999999999999,6242.05,1.365,9,7,1.75,0.375,0.75,3,6,2,0.5,0.0,0.0,0.0,1.0,4,2.0,0.8109999999999999,1.0,2.503,6.0,22.529,0.8109999999999999,1.9709999999999999,1.5,1.78,1.328,0.616,5.795,1.5919999999999999,1.496,0.0,1.571,15.71,0.473,1.751,0.473,1.571,15.71,0.473,1.751,0.473,1.571,15.71,0.473,1.751,0.473,1.571,15.71,0.473,1.751,0.473,1.571,15.71,0.473,1.751,0.473,1.571,15.71,0.473,1.751,0.473,1.732,0.0,1.5590000000000002,1.558,3.74,1.699,3.73,3.503,3.846,0.875,0.875,-0.063,-1.151,0.27,0.358,0.261,3.013,3.011,7.5429999999999975,4.98,7.189,6.649,7.432,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,13.0,1.3,0.034,6.732,4.975,4.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,18,27,54,121,4,6,0,18,0,54,9.398,5.051,1.1740000000000002,0.063,0.0,0.0,0.0,0.0,5.332999999999998,5.6770000000000005,3.6189999999999998,1.113,0.0,0.0,0.0,0.0,9.274,15.092,13.472000000000001,7.872000000000001,0.0,0.0,0.0,0.0,10.700999999999999,10.283,3.1180000000000003,1.1840000000000002,0.0,0.0,0.0,0.0,-0.001,-0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.9620000000000001,0.298,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.5660000000000001,1.176,0.0,0.0,0.0,0.0,0.0,0.0,1.4240000000000002,1.0979999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.416,0.129,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,16.008,7.994,5.999,5.999,0.0,0.0,0.0,0.0,24.44,20.579,20.574,14.706,0.0,0.0,0.0,0.0,3.513,2.705,2.469,2.373,0.0,0.0,0.0,0.0,3.7510000000000003,1.063,1.056,0.446,0.0,0.0,0.0,0.0,16.429000000000002,7.7860000000000005,6.0,5.785,0.0,0.0,0.0,0.0,25.068,20.58,20.149,14.502,0.0,0.0,0.0,0.0,4.888,2.947,2.47,0.755,0.0,0.0,0.0,0.0,4.74,1.064,0.825,0.313,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,-0.431,0.0,-0.317
2,2,2019,Cc1ccc(c2c1oc-3c(c(=O)c(c(c3n2)C(=O)NC4C(OC(=O)C(N(C(=O)CN(C(=O)C5CCCN5C(=O)C(NC4=O)C(C)C)C)C)C(C)C)C)N)C)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C,dactinomycin,1,1,nctr,2,0,0,2,3,0,0,0,0,0,0,26,12,27,0.281,14,12,116.0,86,0,0,0,0,62,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255.45,7.132999999999999,176,90,182,96,7,0,0,1312.86,284.02099999999996,1.614,42,0.0,58.618,1.6980000000000002,1.9180000000000001,178,621.159,1008.4,0.145,112.78,0.6409999999999999,173.459,0.986,176.93900000000005,1.005,220.576,1.253,107.865,0.613,480,1386.0,1052,63,2437.0,202.0,189450,316706.0,196526,546558.0,65.648,7.45566e+16,45378,11.33,600.991,260.404,35538.398,1992.19,180203.0,130.202,8.885,45378,360405,260.404,4005.0,45378,38145.398,38155.5,44311.898,37747.801,37726.398,37158.5,47007.102,1.205,0.8290000000000001,0.828,0.774,0.831,0.833,0.835,0.893,3.24,8.149,216.84099999999998,711.673,234.5,2.6060000000000003,66.977,42.102,43.76,35.13,26.846,15.96,0.7440000000000001,0.439,0.304,0.19699999999999998,0.13,0.075,54.028999999999996,30.377,20.858,12.285,7.856,4.492,0.6,0.316,0.145,0.069,0.038,0.021,66.977,42.102,43.76,35.13,26.846,15.96,0.9490000000000001,268.533,6.965,1338.96,224.21099999999998,71.058,29.055,18.23,22.94,4148,1976,21.956,3.162,147.44,716,26316,615,0.607,0.34700000000000003,0.16899999999999998,0.075,1.0,2,0.14400000000000002,3.661,4.5680000000000005,11.729000000000001,18293.1,532232.0,6.252999999999999,6.472,2.085,7.35,4.316,2.6460000000000004,184.217,0.122,0.193,0.335,1.614,284.02099999999996,0.21600000000000005,5.846,0.21100000000000002,2.6919999999999997,473.815,0.361,4.7669999999999995,0.35200000000000004,4.79,842.9939999999997,0.642,2.67,0.625,5.166,909.194,0.693,2.294,0.675,5.689,1001.27,0.763,1.77,0.743,5.959,1048.78,0.799,1.5,0.778,2.5610000000000004,14.057,872.5160000000003,872.757,1014.11,1075.05,863.3530000000003,862.952,849.812,5.7139999999999995,5.6979999999999995,-3.056,-26.43,6.074,6.4620000000000015,6.7989999999999995,1741.93,1742.42,2032.8,2197.19,1723.25,1722.46,1695.69,0.0,712.0,1335.0,0.0,0.0,0,0,0,0.0,0,0.0,712.0,1335.0,0.0,0.0,0.0,1602.0,0.0,0.0,0,144,178,206,213,227,256,254,227,214,257.5,330.5,358.625,425.375,540.5,599.25,526.0,596.25,4095,14973.6,3.657,122.662,182.66099999999997,90.101,90.101,744,2100,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,240,581,1448,3553,8854,14862,90,192,0,768,20,3642,114.428,177.293,229.283,270.262,286.26099999999997,295.539,340.8880000000001,346.843,113.29899999999999,175.18200000000004,230.365,267.152,293.041,330.97,370.935,376.68800000000016,190.49,351.537,493.119,631.28,696.201,742.324,900.123,968.8389999999999,138.13,213.998,276.353,307.163,332.311,382.457,425.086,426.68800000000016,0.096,0.233,0.401,0.040999999999999995,0.258,0.358,0.077,0.198,0.3,0.375,0.248,0.35100000000000003,0.46,0.47200000000000003,0.42100000000000004,0.434,0.525,0.569,0.431,0.45,0.627,0.642,0.532,0.575,0.8,0.872,0.9109999999999999,0.958,0.9620000000000001,0.9159999999999999,0.9520000000000001,0.981,0.099,0.083,0.087,0.095,0.073,0.08800000000000001,0.099,0.084,0.41600000000000004,0.466,0.69,0.8490000000000001,0.528,0.591,0.723,0.6629999999999999,0.63,0.7040000000000001,0.975,1.032,0.795,0.875,0.937,0.938,2.115,1.715,1.3869999999999998,1.8980000000000001,1.395,1.367,1.8619999999999999,1.52,21.5,15.110999999999999,10.610999999999999,8.436,5.487,4.891,3.878,2.935,2.395,2.061,0.242,0.17,0.11900000000000001,0.095,0.062,0.055,0.044000000000000004,0.033,0.027000000000000003,0.023,0.8690000000000001,8.043,8.026,8.025,8.021,8.021,8.021,8.021,8.021,20.912,20.89,20.799,20.772,20.772,20.772,20.769000000000002,20.768,3.532,3.513,3.509,3.503,3.503,3.502,3.502,3.502,-0.017,-0.024,-0.025,-0.027000000000000003,-0.027000000000000003,-0.027999999999999997,-0.027999999999999997,-0.035,9.395,9.266,9.263,9.163,9.162,9.129,9.097000000000001,9.073,23.315,23.197,22.54300000000001,22.54300000000001,22.518,22.518,22.445,22.445,5.624,5.303,5.263999999999999,5.254,5.191,5.189,5.121,5.109,4.283,4.045,3.489,3.487,3.417,3.415,3.373,3.35,16,0,4,0,8,10,0,2,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,12,4,4,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,4,4,0,0,0,0,10,0,10,6,10,0,0,0,0,0,13,2,3,0,4,6,1,0,0,6,0,1,0,0,0,0,0,0,0,0,6.858,-0.377,0.125,-1.08
3,3,2081,CC(C(=O)OC(C)(C)Cc1ccc(cc1)Cl)N,alaproclate,1,0,nctr,1,0,0,0,1,0,0,0,0,0,0,7,1,10,0.588,1,6,21.0,18,0,0,0,0,13,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.748,7.307,35,17,35,17,1,0,1,179.525,54.361000000000004,1.5530000000000002,6,0.006999999999999999,9.94,1.6059999999999999,1.794,21,70.92,66.118,0.287,22.609,0.6459999999999999,34.047,0.973,34.413000000000004,0.983,43.168,1.2329999999999999,24.854,0.71,82,197.605,150,10,322.653,36.833,2221,3509.94,2019,4809.89,17.233,396.73199999999997,562,4.132,49.583999999999996,32.92,502.667,0.0,902.5,16.46,3.685,730,2861,22.97,111.277,1129,456.506,456.39,518.807,462.1,457.684,459.315,642.258,2.375,2.219,2.219,2.116,2.207,2.213,2.21,2.372,2.0180000000000002,4.462,16.539,64.82,38.929,2.29,13.052,7.798999999999999,7.92,4.989,3.505,2.696,0.768,0.45899999999999996,0.33,0.20800000000000002,0.13,0.09,11.122,5.907,5.209,2.544,1.621,1.149,0.654,0.34700000000000003,0.217,0.106,0.06,0.038,12.719000000000001,7.607,7.647,4.797,3.3939999999999997,2.539,1.042,51.599,2.786,104.958,39.222,14.165999999999999,5.629,4.859,4.69,257,133,7.824,1.246,11.065999999999999,47,325,46,0.596,0.3,0.131,0.077,1.0,2,0.48100000000000004,2.448,3.093,6.858,420.67,3854.23,3.617,4.059,1.9709999999999999,4.468,2.967,1.926,35.882,0.384,0.589,1.077,1.5530000000000002,54.361000000000004,0.303,3.576,0.294,2.7430000000000003,96.015,0.535,2.386,0.519,3.8,132.996,0.741,1.329,0.7190000000000001,4.15,145.26,0.809,0.9790000000000001,0.785,4.15,145.26,0.809,0.9790000000000001,0.785,4.15,145.26,0.809,0.9790000000000001,0.785,2.312,1.7919999999999998,55.367,55.349,63.126999999999995,78.074,56.18899999999999,55.644,55.88399999999999,1.29,1.3019999999999998,-0.305,-2.294,0.872,0.976,0.8740000000000001,109.443,109.395,126.56,158.442,111.506,110.31200000000001,110.895,0.0,0.0,53.428999999999995,0.0,0.0,0,0,0,0.0,0,0.0,0.0,53.428999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0,24,24,27,30,22,24,18,14,12,47.25,69.375,104.81299999999999,83.0,92.06200000000001,91.68799999999999,79.312,79.312,233,750.688,3.222,5.8370000000000015,32.803000000000004,17.148,17.287,0,6,0,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,89,212,469,1112,1957,17,34,0,130,0,574,21.651999999999997,32.944,32.399,26.89,25.628,20.281,21.84800000000001,12.878,22.154,32.203,37.085,34.283,32.427,31.642,23.822,15.535,35.899,62.106,84.221,91.21700000000001,72.10600000000002,84.46799999999998,78.69,37.104,29.555,42.913999999999994,47.868,41.57,38.686,39.824,31.337,23.12,0.56,0.516,0.63,0.34600000000000003,0.252,0.294,0.147,0.161,0.172,0.6629999999999999,0.21600000000000005,0.523,1.26,0.095,0.529,0.609,0.529,0.754,0.4970000000000001,0.738,1.214,0.461,0.731,0.7929999999999999,0.45799999999999996,0.611,0.601,0.545,0.613,0.513,0.998,0.63,0.429,0.505,0.589,0.377,0.32899999999999996,0.596,1.194,0.963,0.42,0.53,0.782,0.863,0.389,0.609,0.495,0.272,0.902,0.6829999999999999,1.2930000000000001,1.3330000000000002,0.5710000000000001,1.198,0.88,0.7190000000000001,0.581,0.6990000000000001,0.594,0.674,1.097,1.368,2.6010000000000004,2.2119999999999997,6.0,2.222,1.375,1.062,0.312,0.426,0.153,0.115,0.071,0.0,0.375,0.139,0.086,0.066,0.02,0.027000000000000003,0.01,0.006999999999999999,0.004,0.0,0.7340000000000001,17.000999999999998,8.029,8.003,7.0120000000000005,6.311,6.195,6.15,6.148,22.456,20.89,20.776,20.733,20.728,20.728,20.583000000000002,20.579,3.516,3.467,3.2960000000000003,2.957,2.778,2.661,2.6180000000000003,2.615,1.099,1.063,1.026,0.951,0.894,0.626,0.41200000000000003,-0.01,17.092,9.247,8.576,8.4,7.8279999999999985,7.522,7.225,7.117000000000001,23.361,22.801,22.34,22.171,21.804000000000002,21.61,20.822,20.58,5.185,5.074,4.543,4.168,3.9019999999999997,3.695,3.2710000000000004,3.0639999999999996,4.016,3.383,3.1919999999999997,2.823,2.6069999999999998,2.0580000000000003,1.944,1.392,3,1,1,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3919999999999995,-0.25,0.353,2.926
5,5,2707,C(C(Cl)(Cl)Cl)(O)O,chloral hydrate,0,0,nctr,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.0,0,0,6.0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.40400000000002,16.54,10,7,9,6,0,0,3,33.219,19.709,1.9709999999999999,3,0.289,2.485,1.254,1.426,6,17.25,12.0,0.33,7.7570000000000014,0.7759999999999999,11.227,1.123,10.968,1.097,12.815999999999999,1.2819999999999998,10.864,1.0859999999999999,30,76.815,48,4,89.959,17.0,156,306.14799999999997,90,268.96299999999997,6.367000000000001,15.1,42,2.0,12.5,10.0,42.0,-5.624,34.5,5.0,1.435,42,69,10.0,21.0,42,28.573,28.34800000000001,42.831,35.969,34.778,36.933,44.978,3.5410000000000004,4.569,4.579,3.887,4.217,4.275,4.163,4.817,2.3169999999999997,2.5669999999999997,10.269,63.489,18.62,2.66,6.077000000000001,2.943,3.5210000000000004,1.732,0.0,0.0,0.868,0.491,0.391,0.289,0.0,0.0,5.3729999999999976,2.506,3.284,0.878,0.0,0.0,0.768,0.418,0.365,0.146,0.0,0.0,5.077,2.443,2.399,1.155,0.0,0.0,1.253,27.065,1.5090000000000001,24.029,12.897,7.779,2.3680000000000003,3.3689999999999998,2.6310000000000002,29,19,2.714,0.408,2.0,8,28,6,0.631,0.28600000000000003,0.0,0.0,0.5,2,0.802,0.863,1.557,4.284,32.69,179.94799999999995,1.8419999999999999,2.78,1.149,2.522,1.72,1.325,14.382,1.159,1.415,4.6560000000000015,1.9709999999999999,19.709,0.593,1.351,0.622,2.4459999999999997,24.464000000000002,0.736,0.875,0.772,2.4459999999999997,24.464000000000002,0.736,0.875,0.772,2.4459999999999997,24.464000000000002,0.736,0.875,0.772,2.4459999999999997,24.464000000000002,0.736,0.875,0.772,2.4459999999999997,24.464000000000002,0.736,0.875,0.772,2.175,0.0,8.468,8.406,12.655999999999999,13.699000000000002,10.592,10.238999999999999,10.874,2.441,2.4819999999999998,-0.151,-0.541,1.097,1.3130000000000002,0.9209999999999999,14.495999999999999,14.33,25.463,27.939,20.087,19.164,20.826999999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,6,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,28.0,1.0,0.0,12.293,7.689,7.689,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,30,69,144,324,595,7,12,0,48,0,216,12.827,39.906,24.739,1.493,0.0,0.0,0.0,0.0,6.557,10.341,7.282999999999999,2.426,0.0,0.0,0.0,0.0,11.341,19.464000000000002,21.127,8.326,0.0,0.0,0.0,0.0,9.591000000000001,23.908,11.956,4.868,0.0,0.0,0.0,0.0,-0.057,0.6940000000000001,-0.8809999999999999,0.0,0.0,0.0,0.0,0.0,0.5429999999999999,0.33299999999999996,0.39899999999999997,0.0,0.0,0.0,0.0,0.0,0.929,0.9690000000000001,0.755,0.0,0.0,0.0,0.0,0.0,-0.258,0.611,0.055,0.0,0.0,0.0,0.0,0.0,1.14,0.705,1.385,0.0,0.0,0.0,0.0,0.0,0.275,0.125,0.003,0.0,0.0,0.0,0.0,0.0,0.327,0.6709999999999999,1.3130000000000002,0.0,0.0,0.0,0.0,0.0,0.83,0.5529999999999999,2.707,0.0,0.0,0.0,0.0,0.0,3.5,1.3330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8059999999999999,17.005,16.999000000000002,16.999000000000002,8.013,7.999,6.0920000000000005,5.893,0.0,22.471,22.448,22.448,20.671999999999997,20.472,14.709000000000001,14.707,0.0,3.485,3.4589999999999996,3.325,3.279,3.279,2.533,2.34,0.0,2.346,2.314,2.314,1.179,0.976,0.6629999999999999,0.609,0.0,17.268,17.0,17.0,8.804,8.0,6.355,4.573,0.0,23.584,22.449,22.449,21.214000000000002,19.143,14.71,14.378,0.0,5.008,4.248,3.46,3.28,3.28,1.869,0.5539999999999999,0.0,3.713,2.315,2.315,2.296,1.0,0.664,0.099,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.413,0.0,1.141
