,Unnamed: 0,CID,Canonical SMILES,CompoundName,DILI_label,Prediction,source,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299
1,1,679,CS(=O)C,dimethyl sulfoxide,0,0,nctr,-2.5849962000000004,0.9300113,-0.017916337,-0.902281,0.04317566,3.2197304,-2.230063,-0.47108784,3.0227773,-4.0849843,0.37680715,0.03154499,1.1593817,0.17685848,-0.07034898,0.74687636,2.8324072,0.020201795,-1.1050878999999998,-0.10718194,1.7825191000000002,2.3545184,1.8364215,1.269425,-0.5433933000000001,0.4447960999999999,-0.25296235,-2.9775949,-1.5153223999999998,-0.9579912,2.0676718000000003,0.20597216,-0.507389,-0.7353649999999999,0.6631794,-0.28306478,1.77933,2.1593982999999994,-2.1353383,0.8557863000000001,0.27148490000000003,-0.43461168,-1.8291357,0.93414474,-1.2457280000000002,0.974958,-3.6730328,1.8839555,-2.3311846000000003,1.4464207,-0.42227796,-1.0333391,0.95837367,0.061314538,-3.6411788,-2.3410213,-1.0016215,0.40954283,0.029106975,0.08271697,-1.6412454,-1.6113235,-1.3521838,0.6207520999999999,-1.0872977,-0.5905756,0.086991526,1.9761258,-1.056684,1.2519556,-2.5360918,-2.3687909,0.6749042,-0.77439654,-0.96055037,-0.27974224,1.7846457999999998,0.8440674000000001,1.0251051,0.1237098,0.4680117,0.8507253,-0.12090768,0.13989747,-1.592326,-0.37199527,0.49906957,-0.12709793,-0.23319997,0.7039468000000001,-0.559646,0.96724313,2.3497553,0.35650522,-2.186427,-0.5310322,0.9546395,-0.16369355,1.8064337,-0.42548335,-0.08291522,-0.61748767,-3.9772124,0.6236789,0.38365334,0.06359133,-3.0158675,-0.09622556,1.3822371999999998,-2.7060494,-0.4410604,-1.4064848,-0.48067796,-0.9714189,0.4395577,0.5579093,1.3286104,-0.00036715716,-0.8330885,2.4512591,-2.0883687,0.11176211,-2.7363458,-0.22251213,2.6166608,-0.24815354,1.7460055,-0.9311979,-2.0373342,-0.43710345,-0.9603188,2.208524,-0.25121582,2.167862,-1.1940148000000002,2.7664442000000005,3.3582237,-2.1700988,-0.09590194,-0.37150124,0.13602704,-0.41663992,-0.7276140999999999,0.8733985999999999,-1.028049,2.381334,-0.81972885,1.9547158,-1.9445224,-0.065526076,0.06461252,-0.29341862,-2.4605393,0.3149344,-0.17877498,1.2034686,-1.0470022,0.69529516,0.35239083,0.12622532,0.5835439,1.1177342,-0.3837377,4.0765805,-1.5727681,-0.23252758,0.9626596,0.39284784,0.9892428,0.07826972,-0.9699128,0.23267543,2.6472592,-2.1082864,-0.8062100999999999,0.07582486,-1.9161813,-0.97227573,2.0345478,0.48719108,-0.9137088,2.3159995,0.210044,-0.5238927999999999,-1.0622027,-2.9748445,0.118331,-2.7685652000000003,2.6039617,-2.3421762000000004,0.8112553000000001,0.5572632,0.8347360999999999,0.46413377,-0.22135821,1.6937349999999998,-0.24171218,-0.7184427,-1.4517779,1.8752056,-1.2012305,0.21855587,3.7656016,2.790389,2.4544075,-1.850027,0.62036073,0.50540644,1.582615,1.2092485,2.584997,-1.0663263,0.50010735,-1.8455352,1.0113044,0.32897192,-1.5834662,0.8610126,-0.5448404,-1.2240018999999998,0.8431042,-1.5372446000000002,-1.460009,-1.7936074,2.6606944,-3.0874074,-1.2171603000000002,0.9434308,2.7815144,1.08249,-0.42026663,-0.50434405,-1.6883099999999998,-2.1657841,0.2698233,1.03645,1.3709676000000002,-2.047652,0.82016873,1.5154564,-0.26594973,-1.7159208,1.1377483999999998,-1.5533252,-0.2824018,3.354209,-0.1421819,-1.8253982,1.9698138,1.7137685,-2.9669461,1.5052678999999998,-0.68406653,-2.6370096000000003,-0.6288918000000001,-0.8424113999999999,1.636663,-0.6312941999999999,0.86729056,-1.8891745,0.76421463,-1.1525527,0.35097295,1.0130522,1.6632311000000002,-2.5189060000000003,0.7287395000000001,-0.7698338,-1.3490632,-1.0117577,0.45660332,1.3556629999999998,-0.28438309999999994,0.66318125,-1.2843354,-0.5584691999999999,-0.26437426,-0.3106671,1.3137219,0.448076,-1.7383363,-1.6691703000000002,0.6135881999999999,-1.5994401000000005,2.4716115000000003,3.1649284,-0.034869157000000005,3.0796952,0.9337103,0.91980684,0.054494616,-1.0676028,2.3121986,0.49420676,-1.0232465,0.65887284,0.52288914,-0.07115173,-3.9282427,-1.3922378
2,2,2019,Cc1ccc(c2c1oc-3c(c(=O)c(c(c3n2)C(=O)NC4C(OC(=O)C(N(C(=O)CN(C(=O)C5CCCN5C(=O)C(NC4=O)C(C)C)C)C)C(C)C)C)N)C)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C,dactinomycin,1,1,nctr,10.084449,-15.618602,-14.882154000000002,11.143088,0.41635513,-14.648145,-35.64268,-2.3267086,18.89297,-4.6281424000000015,19.342646,20.195870000000006,-3.0607047,10.396176,-26.567186,-19.532322,27.06414,-16.577833,-21.915577,35.57748,10.434845,29.423819,57.324036,28.291584000000004,-25.668844,10.548601,-18.636229,-43.745354,9.194194,-5.067223,21.578657,-16.21173,-33.36448,-4.7435480000000005,13.591905,8.742936,4.9254417,-5.3798504000000005,32.987946,11.237507,-5.592521700000002,-3.0466814,-2.0511608,-9.962246,-28.572762,34.37502,-7.5921816999999985,23.534786,-8.913413,5.8283663,17.723082,-24.473816,2.0212774,-16.966427,-43.356045,-21.925756,-20.528877,16.809117999999998,8.433781,16.473242000000006,-0.8424937,-14.589726,-25.049437,6.1886754,-58.61496999999999,5.143516,32.022617,1.5381653,-17.400476,4.975297,-26.635159,10.869982,28.958506,-31.395924,-4.5565295,1.9858004,-30.834263,5.5036592,5.0442870000000015,2.6518972,12.3282585,2.8393182999999995,-13.227584,-33.90142,15.096553,-3.1363267999999995,-24.547813,19.250893,13.944913,7.7945037,5.3857803,15.207271,18.376852,-2.614172,15.941826999999998,-7.434641,23.750917,21.754524,21.364853,-12.490479,-17.56514,-23.840020000000006,-24.830519,-26.501034000000004,17.13247,-38.988632,-12.940697,16.869633,9.289619,-20.93524,-28.074177,8.500306,4.6309533,-4.822503,-4.1455746,-9.940867,24.234829,37.89099,-2.5055015,5.7202897,-18.167532,11.53367,0.09269075,27.460163,17.170162,-50.73976500000001,-33.721638,-2.3654976000000003,-21.424791,-9.50274,-5.0140376,9.478225,24.067362,42.79025,7.271640299999999,48.519276,8.399886,-7.1741447,25.108421,-25.208836,26.361055,-8.118721,-19.294893,-12.728959,16.599188,16.240267000000006,6.474203599999999,6.54723,11.918877,26.26518,7.5811076,11.449919,23.37043,-18.343948,0.409375,-0.3986722,-20.022743,-5.199719,-8.1019535,-13.266709,-10.26221,4.1210003,-8.662597,4.324099,20.819117,-23.991264,6.6841789999999985,-1.2908846,-15.296637,18.416521,-26.625725,-29.500486,34.211388,4.893113,26.308945,-2.9762833,5.825286,1.2452147,-7.0898266,37.16635,-12.425471,28.63776,-9.590244,42.066517,11.386398,-7.296344,5.010578,-0.099877276,-6.8990817,-27.30099,-2.2421925,3.7874503,-12.649549,-5.427379,2.8192933,9.597254,-9.589697,-38.80396,-0.4359573000000001,3.0734766,5.710336,-6.0440426,16.444262,0.7203231,15.435991,7.116873299999999,34.26507,20.169254,26.219305,-4.2203035,43.86341,-14.160061,44.88766500000001,-22.474445000000006,21.23794,-8.133523,10.363543,20.180845,-24.860067,4.203133,12.845889,-29.173578000000006,-22.957907,8.949786,13.10073,-13.035538,-16.075489,-3.7646806000000006,14.290329000000002,-26.112038,7.489998299999999,-9.059471,-15.343433,-37.713634000000006,-0.6853066999999999,-29.171516,-7.629581,-8.188477,-18.919355,25.825888,17.511488,-24.443607,31.720934000000003,-2.2901125,-3.158522,26.10944,-47.396362,-18.93956,-5.504978,0.17712058,-51.72523,20.253954,8.2033205,-0.016044855,-39.39597,17.082258,6.4168463,-26.631624,35.711193,-27.426863,-0.29076278,16.15146,1.499583,34.167248,-5.1370564000000005,-19.355474,-11.859205,11.113565,2.3422794,-15.068255,4.5227876,24.79289,-21.943062,2.1817544,-1.0122116,-27.093966,-3.8037076,-0.74073845,-7.792886999999999,13.838170000000002,-22.767952,-23.54409,-31.302952,-35.787678,-10.822595,20.687122,-10.051273,-3.6358457,-21.597520000000006,0.7658315,3.7066882,42.2078,10.98115,-4.6406283,-38.334373,-26.229702000000003,-26.056305,-18.656462,-52.03655,-1.2472754
3,3,2081,CC(C(=O)OC(C)(C)Cc1ccc(cc1)Cl)N,alaproclate,1,0,nctr,-0.3696311,1.3038793,-2.679972,2.3596911,1.3596925,-1.136357,-6.3026480000000005,-1.0695877,7.2526402,1.8143436,-3.278788,0.87807804,-2.365267,-0.23176041,-4.8010974000000015,-0.5929974,5.7961736,-4.394027,-2.9105935,4.0832586000000015,0.14132074,3.9695937999999993,8.655916,5.0429225,-2.6411076,-0.04588438,-0.6454584,-7.1291523,-0.31058425,-1.1971635,4.899813,-3.9833999,-4.360037,-4.0063615,1.0479649,-0.76224625,0.45890003,0.20291041,6.10259,4.3367066,-1.0412585,1.8600996,-2.9543717000000003,-0.20007753,-3.7432256,2.2723799,-0.7408672,6.722798299999999,-4.065246,5.000134,2.3558815,-6.697992,-1.6772777,-6.785323,-4.964949,-6.4637129999999985,-4.0464373,-0.17948598,2.8303926,4.666606400000001,1.4734817,-4.8250585,-2.9027386,0.16509897,-10.402987,0.55277383,5.076556,1.3827077,-2.368345,-0.504782,-2.2865963,1.7551067,4.0388373999999985,-4.539139,-1.016526,4.607646,-8.629896,2.1162608,0.7763137,2.328907,4.326388,-0.6670238000000001,-2.3862019,-5.863732,1.3385062,-2.0626385,-4.466762,2.671923,-1.9760172,0.18514004,3.0130134,1.7199835,1.4956651,3.8906136,2.7321842,0.26878667,5.280683,1.6957436999999995,6.818917,-0.72084653,-4.2070484000000015,-4.837493,-5.54026,-4.758738,4.5654974,-3.7018793,-4.699114,2.7298627,4.0024657,-6.4163065,-8.398372,3.4178839999999995,3.7954183,-3.7879655,2.3310150000000003,-2.8763313,4.8901505,5.3293624,-1.555709,4.428687,-5.3541365,0.7645095999999999,-3.147589,5.6025486,5.269678,-5.438385500000001,-4.7870555,1.3594466,-4.588989700000001,0.7136915,-1.7865974999999998,0.34071422,3.8372748,8.99755,-0.44803992,7.142603,8.875321000000003,-2.0039346,6.5964766,-0.33233336,3.0651958,0.6255972,0.38016918,-2.7768211,5.0869517,2.0355215,3.6069098,-0.29661232,1.1536309,5.755321,1.2875463,-0.11517309,3.9368603,-3.1367893,1.0789365,2.1118562,-5.739001999999998,-1.259507,1.0023613999999998,-3.6758237,0.29126096,-0.36727935,-3.3938637000000003,2.4959931,0.9970188,-5.8752227,1.0807011,-0.9789835,0.5226814000000001,1.0348338,-4.557829,-4.766761,6.703236,1.0199544,1.2922517,1.3808306,3.3953574,-2.4347463,-1.8405973,7.3732039999999985,-1.8505566,5.039724,-1.868606,7.2805023,3.8479064,-2.785223,-0.7740369,-1.6619327000000002,-1.979687,-1.7842861,-0.48967057,-0.64226794,-3.339643,-0.41921207,3.813404,1.7088199,-1.6991235,-7.557207000000001,1.3674984,-0.31912827,0.4471712000000001,1.2828624,4.271677,-0.014678128,2.2069376,-0.31765965,5.2873106,4.483203400000002,4.9487677,-1.7153072,9.636103,-0.607538,7.306244,-5.1611905,3.9694653,0.23584422,0.6067908000000001,4.4532075,-6.106235,3.143416,1.324801,-6.7392387000000005,-0.90645736,0.80858064,2.9420385,-4.16255,-2.3762703,2.0706322,5.4340515,-4.9031286,2.3500736,-1.5490924,-6.602653,-5.1466885,-0.77565175,-2.9115784,-0.59706795,-2.2812557,-2.413226,7.9133453,3.4069529000000003,-3.3383540000000003,2.9130416,-0.49820235,-3.6390958,3.712994,-9.108471,-5.1385136,0.7760638000000001,-1.2061076000000002,-9.998145,2.9669209,0.85593677,-2.937467,-8.820778,2.5629642,4.147844,-5.744568,6.222944999999998,-5.6305847,1.6516172999999998,2.7827156000000004,3.6759806,4.682962,-0.08420968,-4.5337634000000016,-3.9293845,1.6947951,0.030647404,-3.3265333,-0.42198336,4.75485,0.046551704000000006,1.5973256,-0.62493414,-2.887331,-2.0630012,-2.2651834,0.26721063,1.8056421,-5.6637654,-3.1836514,-11.764617,-3.3200462,0.52954113,2.5670168,0.76541245,-1.0363841,-2.9898016,0.9039827,-1.6722119,4.0486684,6.7364855,2.8975065,-4.573905,-3.617162,0.21083403,-3.8931146,-8.510703,-1.9814327
5,5,2707,C(C(Cl)(Cl)Cl)(O)O,chloral hydrate,0,0,nctr,1.2011174,0.5922189999999999,0.2046417,-0.8701288,1.3934071,1.116195,-4.1284304,0.7437461999999999,3.2586415,1.6849294,1.0028700000000002,-1.0153172,-2.5494733,-1.0776966,-0.7435967,-0.61445403,-3.1549252999999995,-0.00318712,1.7016816000000003,1.222174,-0.092652895,4.746507,4.77151,1.6441463,-1.177237,-3.1961071,-1.5305082,-2.2887197,-1.2497914,-0.42913687,2.198296,-1.034325,-1.5251194,-0.9173773,-0.7150215,0.023180071,-0.62944484,-1.075569,1.6829324,-1.8721598,-2.6422544,3.134081,-0.2487265,0.84657484,-1.8107228,0.124492824,-2.4009047000000003,3.2421627,-4.123844999999998,0.21830449,-1.0223818,-3.645361,-0.07052845,0.109327555,-4.7966027,-4.8046484000000005,-3.5082245000000003,1.6842227,0.46489245,1.2115725,-3.2677753,-3.4431224,-2.3080738,0.28991997,-4.306967299999998,-2.1818914,3.5798910000000004,4.2869644000000005,-2.0239244,-1.3633502,-2.464939,2.264756,4.0326309999999985,-1.57586,-0.503223,1.7901356,-1.6428872,1.4699426000000002,1.1117837,0.6614850999999999,3.175912,0.5666982,-3.1219575,-6.592980000000002,1.877673,-0.037750095,0.08541888,1.3242555,0.20446028,-0.59937257,-0.7607111,-3.307549,0.6481286,0.98782825,3.9946606,-1.1173368,0.8071378,-0.03887087,-1.6516321,-2.651795,0.84566194,-0.8387613000000002,-5.3516765,0.5072011,2.7049723,-1.3976153,-0.37409833,1.5444279,-2.2787192000000003,-3.307961,-4.1397133,1.7484686000000005,1.2102237,0.47483757,-0.08506366,2.4775834,3.31815,1.492604,1.3201497,3.9523332,-0.6723055,-1.3699245,1.5014404,4.596893,1.2890358,0.48551565,-3.8745475,1.2592198,-0.40172842,-1.4632243,-1.1980221000000002,-1.9618931,2.411102,3.385254,3.449872,3.7138722,4.349965,-2.116691,1.0277929,-0.4760515,-0.51017624,1.0500579,-2.1506517000000005,1.879616,2.1541650000000003,2.5291696,-0.58969134,-3.29423,3.4323456,2.7720692,4.82952,-0.56254023,1.2949576,0.5060329000000001,-0.4204179,-1.6761931,-2.4092252,-2.1837013,-1.1470953000000002,-3.920835700000001,3.4056125,-0.56389797,4.0457788,-1.0189526,-1.486079,-3.6675599,-2.5234025,-4.254308999999999,0.10743293,0.5755153000000001,-1.8998736,-1.312464,2.201413,-0.122402914,1.6000997,0.60433227,2.2276838,0.44284746,-0.2917706,3.1787941,0.11698192,1.136176,-1.9573078,1.187889,3.7134838,0.053220958,0.8441863000000002,0.60789937,-2.861475,1.8901074,1.5166501,-1.3597044,-3.3817558,-2.4590106,1.0765178,5.1799335,4.754131,-6.0789337,1.7563341,-3.393251,-5.1286545,-1.7349751,2.5717092,-2.1448834,0.35583764,1.7091703,3.0468767000000003,0.11742467,-0.71027106,-0.6224918,4.4776764,-2.592655,1.8963696,-4.100758,1.3833916000000002,2.6780994,2.6061351000000004,-0.03668356,-4.6393795,0.28932446,0.00812231,-2.3529534,1.6045343,0.75280166,2.4948676,-1.3875049,-1.5280372,-1.874744,2.6951115000000003,-1.8454305,3.8750794,-2.7368689,0.4538133,-1.6934256999999997,1.6174748,0.64922786,-0.9280941,1.7122705000000005,3.2170596,2.988835,-3.3296766000000004,-2.146809,0.7262989000000001,0.32869175,-2.6678643,0.033207268,3.2586593999999995,-4.0651245000000005,-1.8026619,-1.6786968,-4.8789835,3.1675153,-0.3384257,-4.555568,-4.2797327,0.066486865,0.33431387,-0.17800188,1.3781261,-1.2213242,4.1184483,1.8349216,-1.4575851999999998,3.264272,0.5728221,-2.8638408,0.42887682,-2.0834816000000003,0.56117237,-1.5844200000000002,0.7436593,5.0959287,1.9376311,2.3503015,-2.3616123,-1.8643514,-1.9773507,1.8620217,-0.43403736,1.5854998,-0.22189412,0.36966777,-6.022508599999999,-1.4356756000000002,-1.7157707999999998,1.5863931,0.28981745,-2.877183,3.3715518,0.23420988,-0.73051643,-2.8319726000000003,4.1461515,2.5675926,0.5384253000000001,-2.674829,-0.070043385,-0.7359796999999999,-2.389783,-0.17533745
7,7,3759,Cc1cc(no1)C(=O)NNCc2ccccc2,isocarboxazid,1,1,nctr,0.19130906,-2.1200697,-2.0018828,5.032922,0.8531813,-0.19924669,-8.047396,-3.649319600000001,6.188171,1.9384267,-1.9764844,-0.00051012635,-6.367429,1.2757617,-5.148052,-0.33747917,4.8122206,-2.1321821,-3.1481876,3.3448834,1.5168189,5.230727,10.029845,2.9649854,-5.538394,0.14491677,-0.45204508,-8.3826275,0.7692944,0.05798304,7.5368357,-4.7904315,-1.502261,-4.4452186,0.76593274,1.0328556999999998,-0.6700869,0.52195626,6.1709137,2.9188945,0.7659401,1.3754202,-3.7768471,1.3693208,-6.303449,2.3733017000000003,0.9717018,4.4482803,-5.643214,3.7196624,5.607682,-1.8685006,-2.3666372000000004,-4.7833176,-2.870853,-3.0602198,-3.6395724,0.19972269,2.7037115000000003,2.050002,1.2835882,-3.136584,-2.807335,2.0693014,-9.806745,-0.77458924,4.8067449999999985,-0.2135854,-3.3821177,0.92077833,-1.3299185,1.3189126,4.532993,-5.243044,-1.4612739,4.6143947,-3.766804,2.610517,-1.1742969,1.9216067,4.435785,0.049194023,-3.347472,-7.2492375,2.0182858,-0.75790864,-3.6199474,2.1407363,2.1942523,-2.5481248,3.9212718,0.06068876400000001,1.7447238,5.4856057,1.4513048000000002,-0.66155964,3.5383284,2.6632996,4.275405,3.6461375,-4.4242253,-3.847435,-3.4873416,-8.29338,3.243632,-4.6059055,-1.8369136,2.7959947999999994,0.8216068000000001,-3.0398393,-8.280210499999999,1.6161013000000002,3.0012805,-2.2668254,2.0365498,-3.8653436,4.682477,4.8654795,-2.721544,3.2905989,-4.830983,-0.41525516,-2.7137802000000004,4.341975700000001,1.9941423,-4.997282,-6.069796,-1.8036162,-2.3001982999999995,0.8258949000000001,-1.4501094,0.54486257,5.8729,8.859199,-2.537268,7.8828397,6.583831299999999,0.41693437,5.525767,-1.6412661,3.9870708,0.22553828,-1.5375402,0.26586446,4.2036767,4.6740246,2.08613,0.61203724,0.039941743,5.8093386,3.954503,1.4259784,4.7809625,-3.1675618,-0.26959825,1.140111,-6.001194,-3.254667,2.117688,-3.3472282999999994,-1.2248932,0.1954299,-3.0998578,1.7788843999999997,1.8550344,-5.6219788,0.9556532,-1.4799719999999998,-1.5410539,2.3790796000000003,-5.098897,-2.2583787,6.7777020000000014,-1.8953142,1.482979,2.0444045,4.2358575,-1.1982278999999998,-3.5798117999999994,5.981935,-1.5406383999999995,4.566939,-1.171631,4.773192,3.911284,-0.93991697,-2.2702053,0.034391075,-4.096661,-5.0037065,0.20663732,-0.8672824,-1.680961,0.10740819999999998,2.8792136000000004,-0.45541406,-2.8516753,-6.687875999999998,-0.9642287,-0.95523715,0.9787734,1.1195883,2.7112296,0.47740725,4.1974687999999984,-3.5298373999999995,5.974012,3.9789395,6.493454,0.16284338,6.697595,-0.6995925000000001,3.6394372,-2.461992,0.86026216,0.74575937,0.71402454,3.0524206,-4.8084893,3.6743066,2.4850378,-4.5920489999999985,-2.2999544,2.2229843,2.511869,-2.6126392000000003,-1.3744063,2.6966565,5.1295877,-5.3337297,0.60428905,-0.21375452,-5.2879744,-6.495072,-2.5353692000000003,-2.299941,-2.4870691000000003,-2.1253302000000005,-1.7043247,5.433128,2.9283326,-2.4554148,2.6792448,-1.4383243,-3.763385500000001,2.4944108,-7.393588,-4.3673177,0.5377464,-2.7912529,-10.343621,0.24584657,-0.7518547,-1.0645096,-6.2880135,1.4976602,3.555658,-4.806065,4.1393857,-4.7431526,-0.5080701,5.6277870000000005,3.6293857,5.070903,1.67123,-4.4313493,-7.3195869999999985,2.4583476,2.2435794,-2.711249,-1.0800896,3.3917559999999995,-0.051814478,2.5414982000000004,-0.6685966999999999,-1.3714309999999998,-0.49928942,-3.0817697,-0.47009742,0.09825207,-4.45851,-3.0483186,-9.92053,-3.8900843,-0.020547684,1.1444172,0.0020287186,-1.3750963,-3.9100487,0.22141555,0.1954,6.612482000000001,7.7038617,-0.8941896,-4.3469120000000006,-0.939055,-3.3679798,-2.9420378,-6.1243134,-1.2858117
8,8,3899,Cc1c(cno1)C(=O)Nc2ccc(cc2)C(F)(F)F,leflunomide,1,1,nctr,2.2898529,-3.603812000000001,-3.0083404,4.206071,-1.6283963,-1.6550502,-8.366691000000001,-1.5987896,9.07004,3.5742826,-3.7217834,-2.0972788,-7.0041223,1.9224926,-4.947264700000002,-2.9037323,4.6952972,-0.39670193,-4.0873922999999985,4.8908234,2.8096309,3.6938667,10.471923,5.237853,-7.0824375,-2.075876,1.5485608999999998,-7.755746,-0.78475314,1.3746804,7.379936,-5.080263,-2.041812,-3.3060737,2.1825674,0.6233999,3.0488575,-2.4789572,7.648589999999999,2.6479072999999995,-2.9535239,1.4099674,-3.0562527000000004,2.3174782000000005,-10.12914,2.7290835,-2.0394216,5.810356,-4.3309407,5.6997300000000015,5.8536405999999985,-1.7548767,-3.718630600000001,-8.033689,-2.7609525,-6.329051,-3.4377441,-0.67039335,3.1862767000000005,6.4870114,0.39328676,-4.180957299999998,-1.9686159,2.1988497,-11.123504,-0.91394395,4.9084353,0.31758195,-3.6298952,-0.90988404,-3.851719600000001,1.8641378,5.7046447,-6.0011005,-1.8949964,2.9816728,-2.3990557,3.4693970000000003,-1.2937508,1.2291987,5.972596599999998,1.6845595000000002,-3.1533637000000003,-8.531503,1.8520875,-1.7001113999999995,-6.401414,3.627206,1.4908935,-2.6099312,2.1868534,-1.4817592,2.3600087000000003,6.339028,2.4523282,-1.324394,2.8448448,5.1117295999999985,3.0662086,3.3929029,-5.0282230000000006,-2.2652264,-3.3092203,-7.579285,5.530979,-3.9708014,-2.5714688,1.9604348000000005,0.9518357,-5.2518845,-9.043626,0.84613645,3.2573762000000004,-2.3126783,1.2331021,-2.5147278,4.626004,5.820796499999998,-5.363253599999998,5.412225,-6.824522999999999,2.2861252,-4.776308,4.2517830000000005,3.190201,-3.8595371,-5.618378,0.4212251,-1.2448636999999998,3.5012634,-3.3603193999999994,-0.9982841999999998,8.153483,8.331572,-5.11116,9.637357000000002,10.277071,0.40732217,7.9135175,-1.6870455000000002,4.477426,-1.5246183,-4.0812907,-0.5894566,4.95814,6.1544647,2.6890433,0.66137874,-0.33152458,6.101561,5.9229484,-0.6496923000000001,7.3093853000000015,-0.68972826,2.2691066,0.543623,-5.0390205,-2.835042,0.20043209,-3.7485352,-3.6522462,-1.8889376,-3.645627,3.3301392,1.7431226999999998,-4.529138,2.0856764,0.35358903,-1.672132,0.81205857,-5.4644504000000005,-3.3408072,7.091274,1.522207,3.7387955,2.9393175,6.0183773,-2.3162885,-0.6197334,7.511625,-0.7164406999999999,6.834186,-4.25432,6.555551,6.5084870000000015,-2.1108532,-2.4026868,-3.0830977,-5.307188,-5.9141417,-0.013023984,0.8110993000000001,-1.0320039,0.89509916,2.4172459,-0.51775694,-2.2851808,-8.299808500000001,-2.686544,-1.4900519,2.9095314,2.4286423,4.1071324,3.3204052,3.8078842000000006,-3.224499,5.6431212,3.4282045,7.4601191999999985,-0.038411573,9.102882,1.4820052,4.147058,-3.4741185,1.2316167,1.4848007,-1.4352621,4.153224,-7.9833994000000015,4.6473975,3.450909,-5.463776,-1.6045552,0.4669984,2.5861616,-4.1714125,-1.4708576,3.3614988,4.3006964000000005,-5.5908527,3.9413862,-0.9470639,-4.571686,-7.8416524,-1.8198628,-2.0953803,-4.6393595,-2.6738577,-5.193534,6.864261999999999,0.40669966,-0.80923146,1.6970503,0.43906242,-6.255301,1.8096701,-4.880757,-6.4044690000000015,-0.19157973,-3.8597436,-11.678876,-0.1158486,-0.3154726,-0.14957258,-11.09668,1.2768614,1.9693259,-3.8493366,4.450787,-4.6682242999999985,2.2241175,5.8850775,5.155153,6.625478,1.017464,-3.0375638,-7.64325,2.6045616000000003,-1.1967652,-2.872775,-0.02713757,2.7528038,0.024350282,3.6564252,-1.7893045,-2.0755048,-4.4272637,1.0396575,-0.2919888,-0.429649,-2.535483,-4.1216263999999985,-12.71166,-3.719355600000001,1.4525969,0.4509496,0.7559044,-3.1504936000000003,-2.3424568,1.0319878,-1.001435,6.936064999999998,9.310652,-0.9040357,-4.7923098,-1.5783776000000005,-2.555955,-3.1091747000000005,-8.825797,-0.95103645
