,CID,Canonical SMILES,CompoundName,DILI_label,Prediction,source,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299
0,453,C(C(C(C(C(CO)O)O)O)O)O,mannitol,0,0,nctr,1.456633,-0.08573909,1.3878366000000002,-3.3523312000000005,5.1133785000000005,-1.6547394,-7.1629257,1.9701931000000001,4.2026443,-2.9661107,-1.8415675999999999,2.8194213,5.06039,-0.10915001,-2.973272,0.9655283000000001,3.6733592000000006,-7.779926,-4.808502,1.5002524,2.95932,6.605417999999999,7.7521114,1.0101403,-2.3695652000000003,2.2388027000000004,-4.2008209999999995,-2.171337,-1.7693441000000003,-2.5395682,2.9746923,-3.6500206,-6.9459157000000005,-3.2937953,-0.6747166,0.5372442,-3.6097836,4.1523123,2.4894125,-0.51869226,1.7982054,0.23171462,-1.9141662,-2.7973993,-4.407024,-2.3073716,-2.8083286,6.525582,-2.492644,0.29981792,-1.5212324,-7.6933217,-1.5686541,-0.72777385,-5.6873474,-8.975822,-6.0680485,3.586911,3.1677296000000004,0.67244536,-0.9857155999999999,0.45828316,-8.190809,4.167485,-6.4683013,-0.95331633,2.1670074,1.4968629999999998,-4.811030000000001,-6.415636,-0.7248081000000001,5.773432700000001,4.7149763,-1.0409874,1.0053861,2.660662,-2.3626058,-0.7067210999999999,0.5359599,-0.2841265,2.8905706,1.5889337,1.5922439,-8.990961,2.4773867000000003,-0.7921234,0.9034684000000001,3.3591309000000003,-0.12174085,-4.128941,3.3402388,0.7408023,-1.7169225,-2.3974952999999997,0.89080286,-0.46045637,1.4104542,0.14371705,4.846361,-6.0833364,-1.7800938999999998,-7.5422997,-4.038145500000001,-3.3039684,1.447759,-5.5639977,-4.341229,0.32006195,2.826181,-5.1612954,-8.97035,8.023563000000001,1.8682744999999998,-2.2826169999999997,1.8456078000000002,-3.6328154,6.469607,6.319254,-0.8811679,1.1655898,-3.5737932,3.7022166,-0.62266463,6.8003817,-0.5549569000000001,-3.2584894,-6.255077,0.17223561,-4.1707797,-5.1106050000000005,-3.4768193,2.5415797,1.3563944,8.261014,2.9373683999999995,3.9762826000000002,3.6414635000000004,-1.5041211,2.0808551,-1.9965522,1.794591,-1.7565558999999997,0.9632371999999999,-0.7848748999999999,-3.1608706,0.077225894,2.8269078999999997,-6.829604,3.195544,6.1604176,4.979375,-0.13827974,2.260942,-2.4047205000000003,3.1935982999999997,1.4631603000000002,-2.1193017999999997,-0.7796331,0.03984134,-3.6205502,2.6757212000000004,0.35696524,-0.18399207,1.0870425,-1.899173,-9.153965,-1.2058856000000002,-4.823529,-2.0956428,3.8062773,-2.1714580000000003,1.6616756000000001,3.8508809,-0.41504964,0.6449967,0.13270918,5.725433,-2.6572387,-3.1045119999999997,2.7914982000000004,0.14070427,7.564086,4.286658,4.5175184999999995,-0.11377653,-3.7574306000000006,1.3266536,3.2442558,-1.1571281,-2.4071295,5.3603354,-1.1254833999999998,-0.11685541,-2.2899604,4.0918339999999995,5.892968,1.1383153999999998,-8.322582,-1.0495638999999999,-3.0773537,-2.1340873,1.2027376,5.3844876,3.3444653,1.1061642,-0.8432518,3.7208092000000006,2.730824,1.656137,-3.3921957000000003,8.107294,-3.7325091,3.5240671999999997,-4.91346,4.996086,-0.89757454,7.932982400000001,3.4728398,-8.758830999999999,0.51838255,-1.153866,-2.4668392999999997,-5.309785,2.2502277000000004,-3.2512436,-3.820046,-2.299919,-2.9682324,0.8500539,-1.2698051000000001,-3.1528676,-4.729106,-2.9163827999999996,0.87862504,-0.5039956,-3.6936172999999997,2.3409646,0.22099626,0.015125558,4.101154,0.52755284,-8.702615,0.99956644,-0.19158499999999998,-3.4786732000000002,3.0012505000000003,-6.951267999999999,-1.3262624,0.42809653,5.286228700000001,-9.442675,0.68643796,2.6651237,-0.083155595,-6.261893700000001,4.6693115,0.2669144,-1.2865601999999998,4.0356646000000005,-7.733285,-0.032367438,1.4987324,-2.3723485,3.4360106,0.48902935,-5.984822299999999,0.31111577,-5.441411,2.5776076,-2.6398528,-0.14913124,4.4366064000000005,2.896414,2.5038669999999996,-2.402174,-4.846821299999999,-5.696823,-1.7476711999999999,0.14301416,6.570740700000001,-0.28945783,-1.7979962,-8.846843,-4.7764754,-8.474889,2.2907846000000003,-2.7475584,2.763728,3.3614955,0.7043607,-3.3923294999999998,0.9781177,5.0351872,3.9254718,-7.786363000000001,-3.584543,0.26040456,-5.5560193,-5.296212000000001,1.5911419
1,679,CS(=O)C,dimethyl sulfoxide,0,0,nctr,-2.5849962000000004,0.9300113000000001,-0.017916337,-0.902281,0.04317566,3.2197304,-2.230063,-0.47108784,3.0227772999999996,-4.0849843,0.37680715,0.03154499,1.1593817,0.17685848,-0.07034898,0.74687636,2.8324072,0.020201795,-1.1050878999999998,-0.10718194,1.7825191000000002,2.3545184,1.8364215,1.269425,-0.5433933000000001,0.4447960999999999,-0.25296235,-2.9775949,-1.5153223999999998,-0.9579912,2.0676718000000003,0.20597216,-0.507389,-0.7353649999999999,0.6631794,-0.28306478,1.7793299999999999,2.1593982999999994,-2.1353383,0.8557863000000001,0.27148490000000003,-0.43461168,-1.8291357,0.93414474,-1.2457280000000002,0.974958,-3.6730328,1.8839555000000001,-2.3311846000000003,1.4464207,-0.42227796,-1.0333391,0.95837367,0.061314537999999995,-3.6411788,-2.3410213,-1.0016215,0.40954283,0.029106975,0.08271697,-1.6412453999999999,-1.6113235000000001,-1.3521838,0.6207520999999999,-1.0872977,-0.5905756,0.086991526,1.9761258000000002,-1.056684,1.2519556,-2.5360918,-2.3687909,0.6749042,-0.77439654,-0.96055037,-0.27974224,1.7846457999999998,0.8440674000000001,1.0251051,0.1237098,0.46801170000000003,0.8507253,-0.12090768,0.13989747,-1.5923260000000001,-0.37199527,0.49906957,-0.12709793,-0.23319997,0.7039468000000001,-0.559646,0.96724313,2.3497553,0.35650522,-2.186427,-0.5310322,0.9546395000000001,-0.16369355,1.8064337,-0.42548335,-0.08291522,-0.61748767,-3.9772123999999995,0.6236789,0.38365334,0.06359133,-3.0158675,-0.09622556,1.3822371999999998,-2.7060494,-0.4410604,-1.4064848,-0.48067796,-0.9714189000000001,0.4395577,0.5579093,1.3286103999999999,-0.00036715716,-0.8330885,2.4512591,-2.0883686999999997,0.11176211,-2.7363458,-0.22251213,2.6166607999999996,-0.24815354,1.7460055,-0.9311978999999999,-2.0373342,-0.43710345,-0.9603188,2.208524,-0.25121582,2.167862,-1.1940148000000002,2.7664442000000005,3.3582237,-2.1700988,-0.09590194,-0.37150124,0.13602704,-0.41663992,-0.7276140999999999,0.8733985999999999,-1.028049,2.381334,-0.81972885,1.9547158,-1.9445223999999999,-0.065526076,0.06461252,-0.29341862,-2.4605392999999998,0.3149344,-0.17877498,1.2034686,-1.0470021999999999,0.69529516,0.35239083,0.12622532,0.5835439,1.1177342,-0.3837377,4.0765805,-1.5727681,-0.23252758,0.9626596,0.39284784,0.9892428,0.07826972,-0.9699128,0.23267543,2.6472592,-2.1082864,-0.8062100999999999,0.07582486,-1.9161813,-0.97227573,2.0345478,0.48719108,-0.9137088,2.3159994999999998,0.210044,-0.5238927999999999,-1.0622027,-2.9748445,0.11833099999999999,-2.7685652000000003,2.6039617,-2.3421762000000004,0.8112553000000001,0.5572632,0.8347360999999999,0.46413377,-0.22135821,1.6937349999999998,-0.24171218,-0.7184427,-1.4517779,1.8752056000000001,-1.2012305,0.21855587,3.7656016,2.790389,2.4544075,-1.850027,0.62036073,0.50540644,1.5826149999999999,1.2092485,2.584997,-1.0663263,0.50010735,-1.8455351999999998,1.0113044,0.32897192,-1.5834662,0.8610126,-0.5448404,-1.2240018999999998,0.8431042,-1.5372446000000002,-1.4600090000000001,-1.7936074,2.6606944,-3.0874074,-1.2171603000000002,0.9434308000000001,2.7815144,1.08249,-0.42026663,-0.50434405,-1.6883099999999998,-2.1657841,0.2698233,1.03645,1.3709676000000002,-2.0476520000000002,0.82016873,1.5154564,-0.26594973,-1.7159208,1.1377483999999998,-1.5533252,-0.2824018,3.3542089999999996,-0.1421819,-1.8253982,1.9698137999999998,1.7137685,-2.9669461,1.5052678999999998,-0.68406653,-2.6370096000000003,-0.6288918000000001,-0.8424113999999999,1.636663,-0.6312941999999999,0.86729056,-1.8891745,0.76421463,-1.1525527,0.35097295,1.0130522,1.6632311000000002,-2.5189060000000003,0.7287395000000001,-0.7698338,-1.3490632,-1.0117577,0.45660332,1.3556629999999998,-0.28438309999999994,0.66318125,-1.2843354,-0.5584691999999999,-0.26437426,-0.3106671,1.3137219,0.44807600000000003,-1.7383363,-1.6691703000000002,0.6135881999999999,-1.5994401000000003,2.4716115000000003,3.1649284,-0.034869157000000005,3.0796952,0.9337103000000001,0.91980684,0.054494615999999996,-1.0676028,2.3121986,0.49420676,-1.0232465,0.65887284,0.52288914,-0.07115173,-3.9282427,-1.3922378
2,2019,Cc1ccc(c2c1oc-3c(c(=O)c(c(c3n2)C(=O)NC4C(OC(=O)C(N(C(=O)CN(C(=O)C5CCCN5C(=O)C(NC4=O)C(C)C)C)C)C(C)C)C)N)C)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C,dactinomycin,1,1,nctr,10.084449000000001,-15.618602,-14.882154000000002,11.143088,0.41635513,-14.648145000000001,-35.64268,-2.3267086,18.892970000000002,-4.628142400000001,19.342646,20.195870000000003,-3.0607047,10.396175999999999,-26.567186,-19.532322,27.064140000000002,-16.577833,-21.915577,35.57748,10.434845,29.423819,57.324036,28.291584000000004,-25.668844,10.548601,-18.636229,-43.745354,9.194194,-5.067223,21.578657,-16.21173,-33.36448,-4.7435480000000005,13.591904999999999,8.742936,4.9254417,-5.3798504000000005,32.987946,11.237507,-5.592521700000001,-3.0466813999999998,-2.0511608,-9.962246,-28.572762,34.37502,-7.592181699999999,23.534785999999997,-8.913413,5.8283663,17.723082,-24.473816,2.0212774,-16.966427,-43.356045,-21.925756,-20.528876999999998,16.809117999999998,8.433781,16.473242000000003,-0.8424937,-14.589726,-25.049437,6.1886754,-58.61496999999999,5.143516,32.022617,1.5381653,-17.400476,4.975297,-26.635159,10.869982,28.958506,-31.395924,-4.5565295,1.9858004,-30.834263,5.5036592,5.044287000000001,2.6518972,12.3282585,2.8393182999999995,-13.227584,-33.90142,15.096553,-3.1363267999999995,-24.547813,19.250892999999998,13.944913,7.7945037,5.3857803,15.207270999999999,18.376852,-2.614172,15.941826999999998,-7.434641,23.750917,21.754524,21.364853,-12.490478999999999,-17.56514,-23.840020000000003,-24.830519,-26.501034000000004,17.13247,-38.988632,-12.940697,16.869633,9.289619,-20.93524,-28.074177000000002,8.500306,4.6309533,-4.822503,-4.1455746,-9.940866999999999,24.234829,37.89099,-2.5055015,5.7202897,-18.167532,11.533669999999999,0.09269075,27.460163,17.170162,-50.739765000000006,-33.721638,-2.3654976000000003,-21.424791,-9.50274,-5.0140376,9.478225,24.067362,42.79025,7.271640299999999,48.519276,8.399886,-7.1741447,25.108421,-25.208835999999998,26.361055,-8.118721,-19.294893,-12.728959,16.599188,16.240267000000003,6.474203599999999,6.54723,11.918877,26.265179999999997,7.5811076,11.449919,23.37043,-18.343948,0.409375,-0.39867220000000003,-20.022743,-5.199719,-8.1019535,-13.266709,-10.262210000000001,4.1210002999999995,-8.662597,4.3240989999999995,20.819117000000002,-23.991264,6.684178999999999,-1.2908846,-15.296636999999999,18.416521,-26.625725,-29.500486,34.211388,4.893113,26.308945,-2.9762833,5.825286,1.2452147,-7.0898266,37.16635,-12.425471,28.637759999999997,-9.590244,42.066517,11.386398,-7.296344,5.010578,-0.099877276,-6.8990817,-27.300990000000002,-2.2421925,3.7874502999999997,-12.649549,-5.427379,2.8192932999999996,9.597254,-9.589697,-38.80396,-0.43595730000000005,3.0734766,5.710336,-6.0440426,16.444262,0.7203231,15.435991,7.116873299999999,34.26507,20.169254000000002,26.219305,-4.2203035,43.863409999999995,-14.160060999999999,44.887665000000005,-22.474445000000003,21.23794,-8.133523,10.363543,20.180845,-24.860067,4.203133,12.845889,-29.173578000000003,-22.957907000000002,8.949786,13.10073,-13.035538,-16.075489,-3.7646806000000006,14.290329000000002,-26.112038000000002,7.489998299999999,-9.059471,-15.343433,-37.713634000000006,-0.6853066999999999,-29.171515999999997,-7.629581,-8.188477,-18.919355,25.825888,17.511488,-24.443607,31.720934000000003,-2.2901125,-3.158522,26.10944,-47.396361999999996,-18.93956,-5.5049779999999995,0.17712058,-51.725229999999996,20.253954,8.2033205,-0.016044855,-39.39597,17.082258,6.4168463,-26.631624,35.711193,-27.426863,-0.29076278,16.15146,1.4995829999999999,34.167248,-5.1370564000000005,-19.355473999999997,-11.859205000000001,11.113565,2.3422794,-15.068254999999999,4.5227876,24.79289,-21.943062,2.1817544,-1.0122116,-27.093965999999998,-3.8037076,-0.74073845,-7.7928869999999995,13.838170000000002,-22.767951999999998,-23.54409,-31.302952,-35.787678,-10.822595,20.687122,-10.051273,-3.6358457000000004,-21.597520000000003,0.7658315,3.7066882000000003,42.2078,10.98115,-4.6406282999999995,-38.334373,-26.229702000000003,-26.056305,-18.656462,-52.03655,-1.2472754
3,2081,CC(C(=O)OC(C)(C)Cc1ccc(cc1)Cl)N,alaproclate,1,0,nctr,-0.3696311,1.3038793,-2.6799720000000002,2.3596911,1.3596925,-1.136357,-6.3026480000000005,-1.0695877,7.2526402,1.8143436000000002,-3.2787879999999996,0.87807804,-2.365267,-0.23176041,-4.801097400000001,-0.5929974,5.7961735999999995,-4.3940269999999995,-2.9105935,4.083258600000001,0.14132074,3.9695937999999993,8.655916,5.0429224999999995,-2.6411076,-0.04588438,-0.6454584,-7.1291523,-0.31058425,-1.1971635,4.899813,-3.9833998999999998,-4.360037,-4.0063615,1.0479649,-0.76224625,0.45890003,0.20291041,6.10259,4.3367066,-1.0412584999999999,1.8600995999999999,-2.9543717000000003,-0.20007753,-3.7432256,2.2723799,-0.7408672,6.722798299999999,-4.065246,5.000134,2.3558814999999997,-6.697992,-1.6772776999999999,-6.785323,-4.964949,-6.463712999999999,-4.0464373,-0.17948598,2.8303926,4.666606400000001,1.4734817,-4.8250585,-2.9027386,0.16509897,-10.402987,0.55277383,5.076556,1.3827076999999999,-2.368345,-0.504782,-2.2865963,1.7551067,4.038837399999999,-4.539139,-1.016526,4.607646,-8.629896,2.1162607999999996,0.7763137,2.328907,4.326388,-0.6670238000000001,-2.3862019,-5.863732,1.3385062,-2.0626385,-4.466762,2.671923,-1.9760171999999998,0.18514004,3.0130133999999997,1.7199834999999999,1.4956651,3.8906136,2.7321842,0.26878667,5.280683,1.6957436999999997,6.818917,-0.72084653,-4.207048400000001,-4.837493,-5.54026,-4.758738,4.5654974,-3.7018793,-4.699114,2.7298627,4.0024657,-6.4163065,-8.398372,3.4178839999999995,3.7954182999999997,-3.7879655,2.3310150000000003,-2.8763313,4.8901505,5.3293624,-1.555709,4.428687,-5.3541365,0.7645095999999999,-3.147589,5.6025485999999995,5.269678,-5.438385500000001,-4.7870555,1.3594466,-4.588989700000001,0.7136915,-1.7865974999999998,0.34071422,3.8372748,8.99755,-0.44803992,7.142603,8.875321000000001,-2.0039346,6.5964766,-0.33233336,3.0651957999999997,0.6255972,0.38016918,-2.7768211,5.0869517,2.0355215,3.6069098,-0.29661232,1.1536309,5.755321,1.2875463,-0.11517309,3.9368602999999998,-3.1367893,1.0789365,2.1118562,-5.739001999999999,-1.259507,1.0023613999999998,-3.6758237,0.29126096,-0.36727935,-3.3938637000000003,2.4959931,0.9970188,-5.8752227,1.0807011,-0.9789834999999999,0.5226814000000001,1.0348338,-4.557829,-4.766761,6.703236,1.0199544,1.2922517,1.3808306000000001,3.3953574,-2.4347463,-1.8405973000000002,7.373203999999999,-1.8505566000000002,5.039724,-1.8686060000000002,7.2805023,3.8479064,-2.785223,-0.7740369,-1.6619327000000002,-1.979687,-1.7842861,-0.48967057,-0.64226794,-3.339643,-0.41921207,3.8134040000000002,1.7088199,-1.6991235,-7.557207000000001,1.3674984,-0.31912827,0.44717120000000005,1.2828624,4.2716769999999995,-0.014678128,2.2069376,-0.31765965,5.2873106,4.483203400000001,4.9487677,-1.7153072,9.636103,-0.607538,7.306244,-5.1611905,3.9694653,0.23584422,0.6067908000000001,4.4532074999999995,-6.106235,3.1434159999999998,1.3248010000000001,-6.7392387000000005,-0.90645736,0.80858064,2.9420385,-4.16255,-2.3762703,2.0706322,5.4340515,-4.9031286,2.3500736,-1.5490924,-6.602653,-5.1466885,-0.77565175,-2.9115784,-0.59706795,-2.2812557,-2.413226,7.9133453,3.4069529000000003,-3.3383540000000003,2.9130416,-0.49820235,-3.6390957999999998,3.712994,-9.108471,-5.1385136,0.7760638000000001,-1.2061076000000002,-9.998145,2.9669209,0.85593677,-2.937467,-8.820778,2.5629642,4.147844,-5.744568,6.222944999999999,-5.6305847,1.6516172999999998,2.7827156000000004,3.6759806000000004,4.682962,-0.08420968,-4.533763400000001,-3.9293845000000003,1.6947951,0.030647404,-3.3265333,-0.42198336,4.75485,0.046551704000000006,1.5973256,-0.62493414,-2.887331,-2.0630012,-2.2651833999999997,0.26721063,1.8056421000000002,-5.6637654,-3.1836514,-11.764617,-3.3200462,0.52954113,2.5670167999999998,0.76541245,-1.0363841,-2.9898016,0.9039826999999999,-1.6722119,4.0486684,6.7364855,2.8975065,-4.573905,-3.6171620000000004,0.21083403,-3.8931146,-8.510703,-1.9814327
4,2341,CC(Cc1ccccc1)N(C)Cc2ccccc2,benzphetamine,0,0,nctr,-0.73195744,-0.93381506,-2.4016368,5.592109,1.2567213,0.6384897,-8.091631,-0.17873181,9.281058,1.7657183,-5.640478599999999,0.16940564,-3.9268928,-1.9325793000000002,-4.3073354,-0.7066583000000001,5.925975,-4.0265675000000005,-3.5260053,4.2983203,0.8674367000000001,5.3877516,11.15767,3.2658650000000002,-2.9533348,1.3629831000000001,-0.42123067,-7.9756860000000005,0.048459300000000004,1.2040575,9.455247,-3.9835877,-3.9335117,-6.8788732999999995,1.4037538,0.10888197,2.0062256,2.3785949,5.1306925,2.9092603,-1.5728863000000002,-2.1028404,-6.588466,-1.001159,-8.043256,1.239208,-0.19602108,6.180576,-3.3977442000000004,3.1223232999999997,4.6949406,-4.3756905,-0.4304576,-7.8054996,-2.614893,-2.9567987999999996,-2.1511,0.18122862,3.1392255000000002,1.8872848000000002,2.9792752,-6.866971,-1.1112748,2.32723,-8.33636,1.3398343000000001,5.018103,1.5129257,-2.012927,0.8171795000000001,-2.5712152,-0.3749695,5.1792755,-2.5692616000000004,-2.9597182,5.8507857,-5.973658,2.2255871,-1.1397909,4.390236,4.1792050000000005,-0.7829489000000001,-3.398656,-6.5225697,-1.4345052,-1.2667258999999997,-5.9329925,1.5866638000000002,2.0665932000000002,-3.7480106,3.3183615,3.060141,3.172872,5.271425700000001,3.1644967,0.016493335,3.4234247000000004,1.8854659,4.2611,0.5153579,-4.243175,-7.325799000000001,-5.228998000000001,-8.538466,2.0816946,-5.749077,-0.7088412,2.645121,0.92394936,-4.421759,-11.335174,3.2765433999999996,4.546616,-0.06318486,2.3766157999999997,-4.078834,5.495755,6.8975167,-2.381597,3.5413973,-7.346450999999999,0.917773,-5.745521,4.196616000000001,2.710674,-4.369015,-8.927382000000001,-2.4970608,-4.2601059999999995,-0.5307576,-0.5668839,3.2449274,7.383893,9.537756,-2.5776417,7.5300845999999995,10.862324000000001,-0.19124585,5.5843277,-1.6018226,4.419818,1.0547053,0.81426716,1.0560048,6.350646,5.4477043,4.532213,-1.5981168,1.3608618000000001,6.622602499999999,2.8917718,1.0542445,5.580351,-5.350554499999999,0.7413873000000001,2.1687589,-3.9168692000000003,-3.9758806000000004,1.6298127,-3.5757449,-1.6622452,-1.716159,-3.1513259999999996,0.6551629,-0.19464779999999998,-6.394289,0.23270214,-2.1739352000000003,0.8537292999999999,2.459822,-2.4239926,-3.2736914,9.672016000000001,-3.0344596,1.1326047,1.7045723999999998,3.575885,-4.0785646,-4.3541365,8.3518305,-2.1403105,7.49626,1.3519603999999998,4.8593764,5.6738040000000005,-2.5589747000000003,-3.2252216000000002,-1.0554502000000001,-3.1617177000000005,-1.4203091,-0.7485798,-1.3888991000000002,-0.41133820000000004,1.7931688000000001,3.01998,-1.7506127,-4.072341000000001,-8.149844,0.66194445,0.87591004,1.4674902,2.437856,4.2094892999999995,1.1537354,1.7126046000000001,-1.1629151000000002,8.890464,4.5072584,6.2837014,-0.9343343000000001,9.538837,-2.1693006,4.5189934,-4.277993700000001,1.7013711999999999,1.0778482,0.720356,4.317662,-4.3211889999999995,3.1611119999999997,0.6264890999999999,-5.9341397,-2.5224037,-0.5394703000000001,1.1875552,-4.8135195,-1.7248499,0.67960453,4.322648,-6.232741000000001,-0.06706816,-1.241969,-5.354446,-7.03303,-2.0641692,-2.3876193,-2.2734973,-1.8011013999999999,-0.30119252,5.5835915,3.7960224,0.021243572000000002,1.5768312,-1.6811473000000001,-2.1364183,3.9513707,-9.636996,-4.84316,2.0584335,-1.5970986999999999,-11.129097999999999,1.4375908000000002,-2.6749697,0.9032642,-7.8401084,0.8455083000000001,1.6670831000000002,-6.2919836,4.5987315,-4.381474,-0.68673646,4.755525,1.0373454,4.006725,2.7664207999999997,-5.8874373,-6.002378500000001,2.2847364,1.2756339,-5.5989723,-2.2401597,3.0434799999999997,-0.98393774,1.4969354,0.09607682,-2.20512,-1.0369191999999998,-2.3725317,0.32493174,2.134943,-6.4751735,-4.287828,-8.605051,-3.881225,-1.8264240000000003,1.6340027,-1.5535083,-0.93099695,-5.54082,-2.0267432,-1.3365486,6.7315106,8.998358,1.9270604,-4.4518523000000005,-0.54478365,-1.0971416999999999,-2.6839720000000002,-7.2781405,-1.8847473000000001
